文章編號,標題,作者,內容,日期,文章類型,讚數,噓數,中立數
M.1579602697.A.962,"Re: [震怒] 幹您娘！永邦的""原創曲""是抄襲鳥の詩！",magicchase (喔耶耶耶耶耶),幹你娘咧死台商賺大陸錢 得病回台灣還把武漢肺炎帶進來 米蟲 社會敗類 政府應該比照豬瘟 大陸人與豬肉不得入境 對支那人就是豬 ,Tue Jan 21 18:31:35 2020,回文,0,0,2
M.1579602697.A.962,"Re: [震怒] 幹您娘！永邦的""原創曲""是抄襲鳥の詩！",B05504021,支持屠殺共產黨,01/21 18:32,→,0,0,2
M.1579602697.A.962,"Re: [震怒] 幹您娘！永邦的""原創曲""是抄襲鳥の詩！",gary8810916,這個標題好久沒出現了,01/21 18:45,→,0,0,2
M.1579604319.A.B01,Re: [黑特] 幹你娘武漢肺炎進來ㄋ,twoKBOy (煩~),: 肥宅請口罩買起來 : 過年不要亂跑幹 : 進來了 麻的逼 本來今天早上 拎杯只有輕微的喉嚨痛 結果現在已經開始畏寒 頭暈 夯夯 肌肉痠痛QQ 嗚嗚嗚我要成為黑特第一起武漢病了嗎? 黑特人數1 ,Tue Jan 21 18:58:36 2020,回文,6,7,3
M.1579604319.A.B01,Re: [黑特] 幹你娘武漢肺炎進來ㄋ,Demihihi,煩哥的文章都意味深遠,07/08 11:15,推,6,7,3
M.1579604319.A.B01,Re: [黑特] 幹你娘武漢肺炎進來ㄋ,mymicos,請和我保持一個螢幕的距離，謝謝,01/21 18:59,推,6,7,3
M.1579604319.A.B01,Re: [黑特] 幹你娘武漢肺炎進來ㄋ,lien,慘 在黑特螢幕接觸了會不會被傳染 (？),01/21 18:59,→,6,7,3
M.1579604319.A.B01,Re: [黑特] 幹你娘武漢肺炎進來ㄋ,angelgirl13,幹你娘 煩哥要變醜ㄋ,01/21 19:00,推,6,7,3
M.1579604319.A.B01,Re: [黑特] 幹你娘武漢肺炎進來ㄋ,AngryYouth,黑名單,01/21 19:00,噓,6,7,3
M.1579604319.A.B01,Re: [黑特] 幹你娘武漢肺炎進來ㄋ,MKAngelheart,這是流感 就地撲殺,01/21 19:00,噓,6,7,3
M.1579604319.A.B01,Re: [黑特] 幹你娘武漢肺炎進來ㄋ,ilovemiao,滾 現在5G很快,01/21 19:01,推,6,7,3
