M.1577948769.A.473,Re: [爆卦] 湖北出現不明肺炎爆發,GETpoint (擲雷爆卦),市場已封鎖，被查出來有偷賣“野味”兔子和野雞 也就是SARS或HN的菌株都有可能會是感染源 : 來源FB：小妹防爆團 : https://reurl.cc/YlrLZl : 武漢爆發SARS疫情，目前已數人感染 : 武漢華南水果海鮮市場爆發SARS疫情，目前已至少七人感染 : 由醫護人員的對話紀錄可得知確診病患皆以隔離治療 : 這段期間有去過武漢的朋友記得自主管理，若是要前往該地的朋友記得戴上口罩以防病毒 : 傳染 : SARS小檔案： : 嚴重急性呼吸道症候群（Severe Acute Respiratory Syndrome；SARS）是一種傳染疾病 : ，其致病原為一種新的冠狀病毒，目前認為可能是由動物身上經由某種未明的機制傳播到 : 某些人身上後、造成人體發生感染；而後人與人之間又經由飛沬傳播（也可能經由接觸傳 : 播）而造成更多的人感染。 : 備註：大練蠱時代 https://www.jiemian.com/article/3833029.html 武漢肺炎疫情追踪：市場曾疑似有“野味”銷售 專家稱，海鮮市場養殖海鮮需要溶洞，供養過程中都會產生氣溶膠，所處環境也是比較密 閉、濕潤的，容易滋生有害物質。 2020年1月1日早上，被指為武漢發現多例不明原因肺炎病毒傳播源的武漢華南海鮮城接到 上級單位通知休市。 2020年1月1日下午，界面新聞記者在武漢華南海鮮注意到，有商戶描述，西區十街、二街 、四街均有人罹患肺炎。 一名女商販表示，其熟悉的一名患者起初並未註意到病情的嚴重性，“一涼一熱，就咳嗽 ，咳嗽後有點低燒，前後拖了十天才去醫院，後來有點嚴重，打小針已不奏效。” 另有兩名商販表示，西區內某商家及其家人均被感染。此外，市場內有幾名商販平時聚在 一起打牌，此次也被感染。 不過，據武漢市衛健委2019年12月31日通報，近期部分醫療機構發現、接診多例與當地華 南海鮮批發市場有關聯的肺炎病例，經專家會診系病毒性肺炎。截至31日，調查未發現明 顯人傳人現象，未發現醫務人員感染。 華南海鮮市場位於江漢區，據商家介紹，這里東、西兩個區域共有28條街，共計約有650 餘個攤位，從業人員1500餘人。 12月31日晚，界面新聞在市場西區內探訪發現，該海鮮市場位於一棟建築的一層，內攤部 位擁擠，過道只容兩人。由於這裡的商家主要出售海鮮，因而地面潮濕，而商家在處理海 貨時不時會有水濺到地面。 北京大學醫學部病原生物學系教授、博士生導師彭宜紅告訴界面新聞，海鮮市場養殖海鮮 需要溶洞，供養過程中都會產生氣溶膠，所處環境也是比較密閉、濕潤的，容易滋生有害 物質。 “氣溶膠如攜帶病毒等病原體，這種形式非常容易被吸入肺部，所以更易導致呼吸系統疾 病，如肺炎。” 彭宜紅稱，這次發病人群多為在海鮮市場工作的商販，他們長期處於這 種環境。這否為發病人群相對聚集的一個原因，值得考慮。 彭宜紅提醒，公眾應盡量避免暴露在衛生狀況欠佳的公共場合，出門應做好防護，例如戴 口罩、同時要注意手的清潔，如接觸公用設備，如觸碰門把手、電梯扶手後，需及時洗手 。同時避免生食海鮮等肉製品。 此前，微博網友“萬謙寵愛”發帖稱，華南市場“表面賣海鮮，實則售賣各自野味。” 界面新聞記者2019年12月31日在現場發現，該市場存在疑似售賣“野味”的情況。 一名買家在市場內詢問一名男子哪裡有“野味”賣，該男子指了指市場深處。 隨後，買家來到一家商戶，向男商販明確提出要購買“野味”兔子和野雞，男商販一開 始表示拒絕，稱自己只賣家禽。 男商販遲疑一會之後再次向買家確認“買什麼”，並指著店角籠子裡的兔子稱，這是“自 己吃的”。 這時，一名正在整理貨物的女商販多次觀察買家後，探出頭來說“兔子有殺好的”，並報 出了價格“18塊錢一斤”。 最終，雙方以50元的價格成交。 1月1日上午10時許，界面新聞記者曾在華南海鮮市場看到，該市場門口張貼的一則通知提 到，經研究，決定對華南海鮮批發市場實行休市，進行環境衛生整治。 通知發布不久，市場內所有商舖就都已關閉，有身著城管、食品監督管理局和工商制服的 人員在現場執勤。此外，有身著白色防護服裝的工作人員在現場採樣，噴灑藥水。 有商販描述，白天華南海鮮市場管理方曾與商家進行會談，稱由於目前無法得知病因，只 能關停市場，等有關部門批示後再開張。商販們則擔心，一旦主管單位通知把貨物拉走， 對市場進行貨物改造，可能導致其經濟損失。 “他們去醫院看家屬的時候，患病家屬穿的是標有“華南”字樣的病服。”據前述男商販 介紹。 根據此前報導，武漢市中心醫院、武漢市傳染病醫院（金銀潭醫院）、武漢同濟醫院都有 收診疑似肺炎病人。 12月31日下午，界面新聞在武漢市中心醫院探訪時，有兩名患者家屬都表示，看到了“華 南”的病人被送到了隔離病房。界面新聞看到，隔離病房門外有安保人員和醫務人員執勤 ，不允許閒雜人員進入。 遠離瀋陽，往產柚子的省份逃 https://imgur.com/vgUPA7A 紅花開盡白花開(香港) ，紫金山上美人來(流星雨)。十九佳人五五歲(四十九年竊國/日應十一) 有福之人住山莊。能逢木兔方為壽。中國柚子主要產地是在福建、廣東、廣西、四川、 湖南、浙江這幾個省份。 https://imgur.com/HzkEbnV 淺水鯉魚(瀋陽)終有難， 百載繁華一夢消。20年前，鞍山市開始發展養魚業，如今觀賞魚養殖已向遼陽、瀋陽、 營口、丹東等地延伸。據不完全統計，目前單單鞍山地區擁有觀賞魚養殖戶1000餘家。 這不就是反向證明是新種病原體？ 不管是新病原或是肺鼠疫蔓延都是代表現階段難以有效控制@@？,2020/01/2 15:06:06,回文,7,1,11
M.1577948769.A.473,Re: [爆卦] 湖北出現不明肺炎爆發,gameguy,Sara?,2020/01/02 15:07:00,推,7,1,11
M.1577948769.A.473,Re: [爆卦] 湖北出現不明肺炎爆發,psl7634,當年SARS也是動物阿,2020/01/02 15:07:00,→,7,1,11
M.1577948769.A.473,Re: [爆卦] 湖北出現不明肺炎爆發,color3258,[爆卦] 香港傳出由武漢帶來的肺炎病患,2020/01/02 15:09:00,推,7,1,11
M.1577948769.A.473,Re: [爆卦] 湖北出現不明肺炎爆發,color3258,#1U3NXQte (Gossiping),2020/01/02 15:09:00,→,7,1,11
M.1577948769.A.473,Re: [爆卦] 湖北出現不明肺炎爆發,chocopoodle,吃兔兔的報應,2020/01/02 15:11:00,噓,7,1,11
M.1577948769.A.473,Re: [爆卦] 湖北出現不明肺炎爆發,birdy590,中國那種亂七八糟的地下野味市場 根本是,2020/01/02 15:11:00,→,7,1,11
M.1577948769.A.473,Re: [爆卦] 湖北出現不明肺炎爆發,birdy590,在養蠱 時間長了不出事都難,2020/01/02 15:11:00,→,7,1,11
M.1577948769.A.473,Re: [爆卦] 湖北出現不明肺炎爆發,color3258,https://imgur.com/YJIUkwh.jpg,2020/01/02 15:12:00,→,7,1,11
M.1577948769.A.473,Re: [爆卦] 湖北出現不明肺炎爆發,color3258,女病患禽流感與SARS的檢驗結果都是陰性,2020/01/02 15:12:00,→,7,1,11
M.1577948769.A.473,Re: [爆卦] 湖北出現不明肺炎爆發,color3258,反應,2020/01/02 15:12:00,→,7,1,11
M.1577948769.A.473,Re: [爆卦] 湖北出現不明肺炎爆發,eipduolc,豬肉吃不到只好吃野味,2020/01/02 15:16:00,推,7,1,11
M.1577948769.A.473,Re: [爆卦] 湖北出現不明肺炎爆發,aidaP,怎麼可以吃兔兔,2020/01/02 15:17:00,推,7,1,11
M.1577948769.A.473,Re: [爆卦] 湖北出現不明肺炎爆發,bth060104,湖北四川兔子都吃很大 麻辣兔頭,2020/01/02 15:18:00,→,7,1,11
M.1577948769.A.473,Re: [爆卦] 湖北出現不明肺炎爆發,jetalpha,飼養的還好，野生的就……,2020/01/02 15:24:00,推,7,1,11
M.1577948769.A.473,Re: [爆卦] 湖北出現不明肺炎爆發,jetalpha,還有一個有趣的點，這是繼鼠疫新聞後，,2020/01/02 15:26:00,→,7,1,11
